Raw_Name	Name	Latitude	Longitude	City	State
valley crossing community school	Valley Crossing Community School	44.9166624	-92.9061436	Woodbury	MN
burnsville alternative high school	Cedar Alternative Center	44.8056185	-93.2165722	St Paul	MN
plymouth middle	Plymouth Middle School	45.0210014	-93.4062477	Minneapolis	MN
prairie seeds el school academy	Prairie Seeds Academy	45.0661964	-93.37390780000001	Minneapolis	MN
hlww alternative learning program	HLWW Alternative Learning Program	45.0588808	-94.07090180000002	Howard Lake	MN
high school summer program	Harvard Summer School	42.3744792	-71.1215378	Cambridge	MA
central mn. alc - sauk rapids	Sauk Rapids Rice Public Schools	45.6096257	-94.12581949999999	Sauk Rapids	MN
buffalo community middle	Buffalo Community Middle School	45.1902777	-93.87222220000001	Buffalo	MN
la crescent-hokah middle school	La Crescent-Hokah Middle/High School	43.8156401	-91.31285179999999	La Crescent	MN
winterquist elementary	Winterquist Elementary School	46.70614	-92.36188299999999	Esko	MN
litchfield middle	Litchfield Middle School	41.099059	-81.57198199999999	Akron	OH
owatonna ecse	Owatonna Community Education	44.07290799999999	-93.2249507	Owatonna	MN
paynesville area high school	Paynesville Middle School	45.3730828	-94.72776879999999	Paynesville	MN
vector  basic  south	Vector Security	35.58232820000001	-78.7999821	Fuquay Varina	NC
idea/farmington campus	Farmington Elementary School	44.63372409999999	-93.14146939999999	Farmington	MN
randolph heights elementary	Randolph Heights Elementary School	44.931059	-93.15589940000001	St Paul	MN
insight school of minnesota	Insight School of Minnesota	45.0671646	-93.3016404	Brooklyn Center	MN
online 728	Elk River Area School District	45.30426010000001	-93.5692105	Elk River	MN
university elementary	University Elementary School	39.17574899999999	-86.4826439	Bloomington	IN
transition 15	Transition 15 Special Education	45.31859039999999	-93.3464882	Anoka	MN
canby secondary	Canby Public Schools	44.7111914	-96.2789825	Canby	MN
round lake-brewster public schools	Round Lake School District	43.53746399999999	-95.4650046	Round Lake	MN
paladin career and tech high school	Paladin Career & Technical High School	45.12631	-93.260723	Blaine	MN
wagner elementary	Wagner Elementary School	33.8916275	-117.8517736	Placentia	CA
stride academy charter school	Stride Academy	45.5826956	-94.1756113	St Cloud	MN
albany area schools early childhood	Albany Senior High School	45.630605	-94.559412	Albany	MN
nevis secondary	Nevis Elementary School	46.966106	-94.8441212	Nevis	MN
early childhood family education	Early Childhood Family Education	45.0040562	-93.29726889999999	Minneapolis	MN
barnesville elementary	Barnsville Exempted Village Schools	39.98918669999999	-81.17832969999999	Barnesville	OH
buffalo early child. sp. ed program	Buffalo-Hanover-Montrose School District	45.17542700000001	-93.874017	Buffalo	MN
fergus falls area learning center	Fergus Falls Public Schools	46.2903502	-96.06468729999999	Fergus Falls	MN
riverside central elementary	Riverside Central Elementary School	44.0177321	-92.4555365	Rochester	MN
kennedy elementary	Kennedy Elementary School	43.0938848	-89.2978947	Madison	WI
nso - independent study	Nso - Independent Study	44.9997133	-93.4503773	Minneapolis	MN
zimmerman elementary	Walter Zimmerman Elementary School	34.053185	-117.401889	Bloomington	CA
forest hills elementary	Forest Hills Global Elementary	34.2306811	-77.9140499	Wilmington	NC
bridgewater elementary	Bridgewater Elementary School	44.4394769	-93.16431999999999	Northfield	MN
howard lake-waverly-winsted sec.	Howard Lake Waverly High School	45.02830669999999	-94.06644560000001	Howard Lake	MN
vandyke elementary	Vandyke Elementary School	47.2863889	-93.425	Coleraine	MN
maple river middle school	Maple River High School	43.92839249999999	-93.950133	Mapleton	MN
lake park audubon learning ladder	Lake Park Audubon Schools	46.88186289999999	-96.10149179999999	Lake Park	MN
pine island public school dist.	Pine Island K-12	44.201334	-92.6442046	Pine Island	MN
houston elementary	Houston Elementary	33.3721207	-111.7817152	Gilbert	AZ
dover-eyota high school	Dover-Eyota Elementary School	43.9788255	-92.2304736	Eyota	MN
wca 5-6 elementary	Wca 5-6 Elementary School	45.9056746	-95.9041388	Barrett	MN
heritage e-stem magnet school	Heritage Middle School	44.91329020000001	-93.09007899999999	West St Paul	MN
northrop elementary	Northrop Elementary School	44.9246838	-93.22690279999999	Minneapolis	MN
prairie wind middle	Prairie Wind Middle School	46.5872672	-95.5842572	Perham	MN
owatonna senior high	Owatonna Senior High School	44.0798208	-93.2198303	Owatonna	MN
nova classical academy	Nova Classical Academy	44.928048	-93.12797610000001	St Paul	MN
green central park elementary	Richard R. Green Central Park School	44.9402838	-93.27049439999999	Minneapolis	MN
woodbury middle school	Woodbury Middle School	44.92841289999999	-92.9736229	Woodbury	MN
ell transition program	University of Wisconsin - River Falls	44.854781	-92.622867	River Falls	WI
voyageurs expeditionary school	Voyageurs Expeditionary High	47.5057543	-94.874945	Bemidji	MN
ellis middle	Ellis Middle School	36.3058775	-86.6054145	Hendersonville	TN
st croix preparatory academy middle	St. Croix Preparatory Academy Lower	45.0136263	-92.79800829999999	Stillwater	MN
chaska middle school west	Chaska Middle School West	44.8073467	-93.6002218	Chaska	MN
jennings community learning center	Jennings Community Learning Center	44.9650711	-93.1995403	St Paul	MN
crossroads-night	Anoka-Hennepin Regional High School	45.1529527	-93.299466	Coon Rapids	MN
sheridan hills elementary	Sheridan Hills Elementary School	26.0314786	-80.19421369999999	Hollywood	FL
holdingford secondary	Holdingford Secondary School	45.7328503	-94.4676341	Holdingford	MN
rr area learning center	RR Area Learning Center	46.84227300000001	-96.761889	Moorhead	MN
plymouth youth center	Plymouth Christian Youth Center	45.0017051	-93.3066174	Minneapolis	MN
cambridge middle school	Cambridge Middle School	45.5390149	-93.2052934	Cambridge	MN
xinxing academy	Eisenhower Elementary School + Xin Xing Academy	44.9341667	-93.4130311	Hopkins	MN
magic academy ms/hs	Indianola Academy	33.4622936	-90.6378891	Indianola	MS
southwest middle	Southwest Middle School	38.57739	-90.51880799999999	Ballwin	MO
lakes area charter school	Lakes Area Charter School	45.8674089	-95.16306619999999	Osakis	MN
vandenberge middle school	VandenBerge Middle School	45.312737	-93.57587799999999	Elk River	MN
276 minnetonka hs is	Minnetonka High School	44.9096753	-93.5108829	Minnetonka	MN
root river day treatment school	Argosy Collegiate Charter School	41.6886924	-71.16156389999999	Fall River	MA
cook county alternative	Cook County Work Alternative	41.8372649	-87.71235279999999	Chicago	IL
early education bridge view	Bridge View Elementary	44.9309084	-93.11840649999999	St Paul	MN
big woods elementary	Bigwoods Elementary	45.221751	-93.617451	St Michael	MN
bertha elementary	Bertha Taylor Elementary School	37.2303998	-121.8085248	San Jose	CA
city life	City Life	42.31447600000001	-71.103879	Jamaica Plain	MA
hopkins north junior high	Hopkins North Junior High School	44.95471609999999	-93.41378759999999	Hopkins	MN
congdon elementary	Congdon Park Elementary School	46.816986	-92.0576044	Duluth	MN
life prep	Life Preparatory Academy	37.7532165	-97.37246209999999	Wichita	KS
west education center alternative	West Education Center District 287	44.9013746	-93.42112940000001	Minnetonka	MN
rum river east education program	Rum River South	45.5902075	-93.21560260000001	Cambridge	MN
cannon falls elementary	Cannon Falls Elementary School	44.5119444	-92.8888889	Cannon Falls	MN
pines school day program	Pine School	45.1813418	-93.1249799	Circle Pines	MN
jennings experiential high school	Jennings Community Learning Center	44.9650711	-93.1995403	St Paul	MN
goodview elementary	Goodview Elementary School	37.2627924	-79.7807456	Goodview	VA
hermantown early childhood	Hermantown School District	46.822525	-92.238967	Hermantown	MN
battle creek elementary school	Battle Creek Elementary	44.9394103	-93.0138269	St Paul	MN
eagle creek elementary school	Eagle Creek Elementary School	44.7655056	-93.4293759	Shakopee	MN
cedar mountain elementary	Cedar Mountain Elementary School	44.5286111	-94.88305559999999	Franklin	MN
waterville-elysian-morristown	W-E-M Public Schools	44.2243314	-93.44413279999999	Morristown	MN
highview middle school	Highview Middle School	45.062052	-93.215699	St Paul	MN
bridges community elementary	Bridges Community Elementary School	44.15538829999999	-94.0232398	Mankato	MN
adams elementary	Adams Elementary School	47.6735182	-122.391681	Seattle	WA
hamilton elementary	Hamilton Elementary School	41.945478	-87.6706525	Chicago	IL
willmar middle school	Willmar Middle School	45.1117777	-95.0395918	Willmar	MN
intersect	The Intersect Group	33.9356151	-84.36222219999999	Atlanta	GA
new london-spicer middle	New London-Spicer High School	45.29360699999999	-94.9454248	New London	MN
eastview senior high	Eastview High School	44.7446246	-93.1918985	Apple Valley	MN
dawson-boyd secondary	Dawson High School	44.9305556	-96.05805559999999	Dawson	MN
remer elementary	Remer Elementary School	47.058385	-93.910113	Remer	MN
page academy	Page Academy	40.7487053	-74.19588689999999	Newark	NJ
kimball secondary	Kimball High School	45.3142252	-94.3027944	Kimball	MN
917 d/hoh gideon pond elementary	Gideon Pond Elementary School	44.7673209	-93.2669382	Burnsville	MN
monticello middle	Monticello Middle School	45.30041850000001	-93.7826171	Monticello	MN
murray county central school dist.	Murray County	43.9842085	-95.8564864	USA	
metro schools middle charter	Metro Schools College Prep	44.9549774	-93.2353005	Minneapolis	MN
richfield career education program	Richfield Career Education Program	44.8736772	-93.285635	Richfield	MN
salk middle school	Salk Middle School	45.3199047	-93.57476009999999	Elk River	MN
pas west 7th	Pas West 7th Special Education	44.91325399999999	-93.147387	St Paul	MN
bemidji area learning center	Bemidji Area Learning Center	47.472976	-94.88242939999999	Bemidji	MN
goodridge elementary	Goodridge Elementary School	39.0622157	-84.6922731	Hebron	KY
kaleidoscope charter school	Kaleidoscope Charter School	45.26002709999999	-93.6710997	Albertville	MN
frost lake elementary school	Frost Lake Elementary School	44.9895036	-93.0367433	St Paul	MN
metropolitan learning alliance	Metropolitan Learning Alliance	44.8540576	-93.2398383	Bloomington	MN
279 osseo jr high alc	Osseo Middle School	45.1225411	-93.4114505	Osseo	MN
browns valley middle	Browns Valley Superintendant	45.5921686	-96.8309434	Browns Valley	MN
belview learning center	Belview Learning Center	44.6053545	-95.3269266	Belview	MN
annandale senior high	Annandale High School	38.8219165	-77.2067947	Annandale	VA
sibley east-arlington senior high	Sibley East Schools	44.6095105	-94.07951		
waubun area learning program	Waubun Area Learning Program	47.18098019999999	-95.9393316	Waubun	MN
eastview elementary	Eastview Elementary School	36.1655925	-82.81047029999999	Greeneville	TN
pequot lakes public schools	Pequot Lakes High School	46.5999967	-94.316895	Pequot Lakes	MN
wayzata central middle	Wayzata Central Middle School	44.981702	-93.48280799999999	Plymouth	MN
park elementary	Park Elementary School	40.7836764	-74.1710188	Newark	NJ
fertile-beltrami secondary	Fertile-Beltrami School District	47.5323657	-96.28134469999999	Fertile	MN
hamline elementary school	Hamline Elementary School	44.9646656	-93.16808569999999	St Paul	MN
oak hill community elementary	Oak Hill Elementary School	45.53180990000001	-94.1918395	St Cloud	MN
cottage grove middle school	Cottage Grove Middle School	44.8394882	-92.90677409999999	Cottage Grove	MN
city academy	City Academy	40.76527	-111.874621	Salt Lake City	UT
island lake elementary	Island Lake Elementary School	45.0489598	-93.13528389999999	St Paul	MN
merritt creek academy	Chester Creek Academy	46.81487449999999	-92.09338869999999	Duluth	MN
hoffman learning center	Hoffmann Learning Center	44.3067411	-93.9835253	St Peter	MN
spanish  high	Spanish Fort High School	30.68935219999999	-87.85558929999999	Spanish Fort	AL
rum river north-south	Rum River	45.4060672	-93.4058223	Minnesota	USA
scott alc	Melissa Scott, MA, ALC	33.5011484	-86.7944959	Birmingham	AL
valley view elementary	Valley View Elementary School	30.2827974	-97.8214717	Austin	TX
bes transition program	Best Service	44.7809578	-93.26790799999999	Burnsville	MN
walker-hackensack-akeley alc	Walker-Hackensack Akeley High School	47.0987498	-94.5802944	Walker	MN
pine hill elementary	Pine Hill Elementary School	44.81831740000001	-92.9630117	Cottage Grove	MN
wels south	Wels	48.16542	14.03664		
hayfield sec.	Hayfield Secondary School	38.7504604	-77.1430537	Alexandria	VA
279 osseo area learning center ey	Osseo Area Learning Center	45.08801649999999	-93.3908998	Brooklyn Park	MN
byron senior high school	Byron High School	44.0523076	-92.6510579	Byron	MN
harley hopkins family center	Harley Hopkins Family Center	44.9213356	-93.39548599999999	Hopkins	MN
mississippi creative arts elem	Mississippi Creative Arts School	44.9872353	-93.08967570000002	St Paul	MN
southwest metro educational coop	SouthWest Metro Educational Cooperative	44.7843349	-93.5539376	Shakopee	MN
cokato elementary	Cokato elementary school	45.074104	-94.192719	Cokato	MN
central mn alc sartell	St Cloud Area Learning Center	45.55766819999999	-94.22502279999999	Waite Park	MN
upper mississippi academy	Upper Mississippi Academy	44.9280705	-93.1278445	St Paul	MN
rushford-peterson elementary	Rushford-Peterson Elem School	43.8118833	-91.75289719999999	Rushford	MN
917 farmington high	917 High St	44.65436769999999	-70.13280759999999	Farmington	ME
aitkin children's center census	Aitkin Secondary School	46.5336663	-93.71121749999999	Aitkin	MN
rosemount elementary	Rosemount Elementary School	44.7406258	-93.1301543	Rosemount	MN
osseo senior high	Osseo Senior High School	45.1203771	-93.40723679999999	Osseo	MN
st. croix preparatory academy lower	St. Croix Preparatory Academy Lower	45.0136263	-92.79800829999999	Stillwater	MN
creek valley elementary	Creek Valley Elementary School	44.88661089999999	-93.38313749999999	Edina	MN
mrvsec/river valley ed center	Minnesota River Valley Special Education Cooperative	44.65886889999999	-93.6369878	Jordan	MN
big lake senior high	Big Lake High School	45.33987550000001	-93.7363831	Big Lake	MN
irondale senior high	Irondale High School	45.0900351	-93.20719179999999	New Brighton	MN
ellen hopkins elementary	Ellen Hopkins Elementary School	46.85435589999999	-96.7615112	Moorhead	MN
morris bye elementary	Morris Bye Elementary School	45.1875709	-93.3363328	Minneapolis	MN
minisinaakwaang leadership academy	Minisinaakwaang Leadership Academy	46.54437679999999	-93.28253029999999	McGregor	MN
bagley elementary	Bagley Elementary School	42.4251742	-83.1523368	Detroit	MI
bagley secondary	Bagley Independent School District	47.5236573	-95.4012597	Bagley	MN
north st paul-maplewood oakdale dis	Oakdale	44.9630216	-92.9649361	Oakdale	MN, USA
horizon program	Hollins University Horizon Program	37.3563735	-79.9414225	Roanoke	VA
bemidji regional interdist. council	Bemidji Interdistrict Council	47.47009689999999	-94.903587	Bemidji	MN
karlstad elementary	Karlstad Elementary School	48.5740262	-96.52438169999999	Karlstad	MN
lake park audubon ecfe	Lake Park Audubon Schools	46.88186289999999	-96.10149179999999	Lake Park	MN
southside family charter school	Southside Family Charter School	44.9208471	-93.2720622	Minneapolis	MN
burroughs elementary	Burroughs Elementary School	44.911725	-93.30051449999999	Minneapolis	MN
ne metro area learning program	Metro Heights Academy	45.09763419999999	-93.26467579999999	Fridley	MN
kittson central secondary	Kittson Central High School	48.779041	-96.947902	Hallock	MN
leroy secondary	LeRoy Ostrander High School	43.5133279	-92.5098264	Le Roy	MN
distance learning indep study	Distance Learning Independent Study	45.1123436	-93.24535259999999	Spring Lake Park	MN
g.f.w. sr.	GFW High School	44.543609	-94.3666732	Winthrop	MN
le center secondary	Lecenter Secondary	44.3908744	-93.733331	Le Center	MN
wabasha-kellogg secondary	Wabasha Kellogg High School	44.3582997	-92.0109994	Wabasha	MN
yellow medicine east	Yellow Medicine East High School	44.8105556	-95.545	Granite Falls	MN
chisago lakes middle	Chisago Lakes Middle School	45.3907422	-92.82821550000001	Lindstrom	MN
spectrum middle school	Spectrum Center Schools	37.9510648	-122.0355356	Concord	CA
tatanka academy	Baby's Space	44.95799390000001	-93.24882699999999	Minneapolis	MN
westbrook-walnut grove secondary	Westbrook-Walnut Grove Secondary School	44.04421709999999	-95.4331515	Westbrook	MN
black hawk middle	Black Hawk Middle School	44.80976740000001	-93.1750689	Eagan	MN
neill elementary	Neill Elementary School	45.007884	-93.36383339999999	Crystal	MN
detroit lakes alternative prog.	Detroit Lakes Area Learning Center	46.8182454	-95.85087019999999	Detroit Lakes	MN
greenbush elementary	Greenbush Elementary School	41.6699185	-71.5252485	West Warwick	RI
bold-bird island elementary	Bold-Bird Island Elementary School	44.7669444	-94.89833329999999	Bird Island	MN
browerville secondary	Browerville Public School	46.0858333	-94.8713889	Browerville	MN
detroit lakes area learning center	Detroit Lakes Area Learning Center	46.8182454	-95.85087019999999	Detroit Lakes	MN
invest transition	Intermediate District 287	44.9996874	-93.45050529999999	Plymouth	MN
owatonna alc 9-12	Owatonna Summer School 9-12	44.0878214	-93.225601	Owatonna	MN
champlin park high school	Champlin Park High School	45.15017599999999	-93.354778	Champlin	MN
bigfork elementary	Bigfork School	48.064323	-114.0773181	Bigfork	MT
hinckley elementary	Hinckley Elementary School	41.23746010000001	-81.7425822	Hinckley	OH
fairmont elementary school	Fairmont Elementary School	33.887004	-117.7911999	Yorba Linda	CA
learning for leadership charter	Learning for Leadership Charter School	45.028797	-93.260999	Minneapolis	MN
delta place	Delta Place	51.8975159	-2.0734008	Cheltenham,	 Gloucestershire UK
minneota elementary	Minneota Elementary School	44.56283699999999	-95.981673	Minneota	MN
m.a.c.c.r.a.y. area learning prog.	M.A.C.C.R.A.Y. Area Learning Program	44.95869709999999	-95.3695645	Clara City	MN
mts pease academy	Mts Pease Academy	44.9835573	-93.2357612	Minneapolis	MN
richfield middle	Richfield Middle School	44.8683025	-93.306005	Richfield	MN
ridgeview elementary	Ridgeview Elementary School	39.24010030000001	-94.432036	Liberty	MO
270 - hap - is	Barcelona Apartments	37.7831091	-122.4136766	San Francisco	CA
mpls. h.s. alternative program	MPLS. High School Alternative Program	44.9493403	-93.29243869999999	Minneapolis	MN
south senior high	South High School	44.94560729999999	-93.2440579	Minneapolis	MN
emerson elementary	Emerson Elementary School	33.4229618	-111.8520105	Mesa	AZ
oak crest elementary	Oakcrest Elementary	40.597596	-112.047029	West Jordan	UT
west academy	West Academy	32.69180100000001	-97.352661	Fort Worth	TX
north park elementary	North Park Elementary School	41.96119110000001	-87.6799472	Chicago	IL
red wing senior high	Red Wing High School	44.5350595	-92.5143259	Red Wing	MN
vale educational center	Vale Education Center	44.80574239999999	-93.2164963	St Paul	MN
jefferson elementary	Jefferson Elementary School	33.1520738	-117.3393034	Carlsbad	CA
aquila elementary	Aquila Elementary School	44.9479	-93.38695349999999	St Louis Park	MN
avon elementary	Avon Elementary School	27.6018862	-81.510303	Avon Park	FL
red rock ridge setting iv	Red Rock Ridge Area Learning Center	43.86648100000001	-95.1085667	Windom	MN
alc eden prairie hs-is	Eden Prairie High School	44.87173300000001	-93.49316859999999	Eden Prairie	MN
battle creek middle	Battle Creek Middle School	44.9455553	-93.01155589999999	St Paul	MN
blackduck elementary	Blackduck Elementary School	47.731405	-94.546007	Blackduck	MN
st. francis high	St Francis High School	42.7706244	-78.8639407	Athol Springs	NY
kerkhoven secondary	Kerkhoven High School	45.1952433	-95.32252899999999	Kerkhoven	MN
aitkin alternative learning program	Aitkin Alternative Learning Program	46.53202099999999	-93.7169053	Aitkin	MN
rtr public schools	RTR High School	44.2816706	-96.13364	Tyler	MN
andover downtown ctr alc	ARCpoint Labs of Seattle West	47.568691	-122.364063	Seattle	WA
new city school - east campus	New City School	38.648912	-90.27062099999999	St. Louis	MO
oakwood elementary	Wayzata Oakwood Elementary School	44.996726	-93.49999799999999	Plymouth	MN
twin cities academy	Twin Cities Academy	44.9597768	-93.06505080000001	St Paul	MN
middleton elementary	Middleton Elementary School	44.9039222	-92.9216217	Woodbury	MN
maple grove senior high	Maple Grove Senior High School	45.13257429999999	-93.459655	Maple Grove	MN
steps toward adult responsibility	Steps Toward Adult	44.86116260000001	-93.5411298	Chanhassen	MN
eastern heights elementary	Eastern Heights Elementary	44.9616654	-93.01651319999999	St Paul	MN
mcgregor area learning program	McGregor Area Learning Program	46.60633000000001	-93.305616	McGregor	MN
henning secondary	Henning Secondary School	46.3194704	-95.4474592	Henning	MN
focus beyond	Focus Beyond Transitions	44.9316235	-93.11805790000001	St Paul	MN
link12 lakeville	Lakeville Area Public Schools	44.64487889999999	-93.2406543	Lakeville	MN
foley senior high	Foley Public Schools	45.6706467	-93.90874029999999	Foley	MN
eagle valley secondary	Eagle Valley Elementary School	46.12800720000001	-94.95331170000001	Clarissa	MN
badger secondary	Badger Elementary School	48.7814334	-96.0156159	Badger	MN
adrian elementary	Adrian Elementary School	41.5310181	-81.5260457	South Euclid	OH
sun	The Baltimore Sun	39.2648848	-76.61021939999999	Baltimore	MD
strive transition-phase n.	Intermediate District 287	44.9996874	-93.45050529999999	Plymouth	MN
liberty elementary	Liberty Elementary School	34.1910036	-84.5348324	Canton	GA
hidden valley elementary	Hidden Valley Elementary	35.268156	-80.784279	Charlotte	NC
long prairie-grey secondary school	Long Prairie-Grey Senior High School	45.981033	-94.84717010000001	Long Prairie	MN
chisholm secondary	Isd 695 Chisholm	47.4865089	-92.8842852	Chisholm	MN
ecse@ isd 15 lifelong learning	ISD 15 Lifelong Learning Center	45.3132294	-93.2860767	Cedar	MN
gemini learning center	PCA Early Learning Center	40.1490753	-82.98557079999999	Columbus	OH
dakota area community school	Dakota Area Community Charter School	43.9088909	-91.3605199	Dakota	MN
highland elementary	Highland Elementary School	44.7454243	-93.1791303	Apple Valley	MN
esc area learning center	ESC Area Learning Center	43.99931400000001	-92.457199	Rochester	MN
281 winnetka learning ctr. alc	Winnetka Learning Center	45.0529507	-93.38066540000001	Minneapolis	MN
levi p. dodge middle school	Levi P Dodge Middle School	44.6461322	-93.14910069999999	Farmington	MN
rushford-peterson senior high	Rushford Peterson High School	43.8111271	-91.75242659999999	Rushford	MN
faribault senior high	Faribault High School	44.28629059999999	-93.2848765	Faribault	MN
waubun alc	Waubun Elementary School	47.18098019999999	-95.9393316	Waubun	MN
mounds view adult education	Mounds View Adult Education	45.1059627	-93.21208179999999	Mounds View	MN
verndale secondary	Verndale Secondary School	46.3943796	-95.01818089999999	Verndale	MN
lk nokomis comm-wenonah campus	Wenonah Elementary School Playground	40.8507455	-73.12380399999999	Lake Grove	NY
mn correctional facility-lino lakes	Minnesota Correctional Facility	45.1794524	-93.124837	Lino Lakes	MN
round lake-brewster secondary	Round Lake School District	43.53746399999999	-95.4650046	Round Lake	MN
detroit lakes senior high	Detroit Lakes High School	46.806549	-95.83743439999999	Detroit Lakes	MN
cherry elementary	Cherry Elementary School	28.9848711	-95.9586459	Bay City	TX
fairview alternative high school	Fairview Alternative High School	45.0047474	-93.1809684	Roseville	MN
riverbend academy	Riverbend Academy	29.249912	-81.134878	Ormond Beach	FL
phase	Phase 1	38.881971	-76.9952962	Washington	DC
westwood elementary	Westwood Elementary School	33.0296123	-117.0864391	San Diego	CA
sojourner truth academy	Sojourner Truth Academy	45.02447350000001	-93.29406469999999	Minneapolis	MN
orchard lake elementary	Orchard Lake Elementary School	44.7097753	-93.3057515	Lakeville	MN
northland educational center	Northland Recovery Center	47.2183422	-93.51878579999999	Grand Rapids	MN
yellow medicine east high school	Yellow Medicine East High School	44.8105556	-95.545	Granite Falls	MN
middle school area learning center	Burnsville Area Learning Center	44.80568359999999	-93.2164478	Eagan	MN
clearbrook-gonvick elementary	Clearbrook Gonvick School	47.7055237	-95.43418760000002	Clearbrook	MN
basswood elementary	Basswood Elementary School	45.0782227	-93.4779751	Maple Grove	MN
little sand	Little Sand Group Home: Office Complex	47.08079799999999	-93.97056900000001	Remer	MN
mounds view alc	Area Learning Center	45.10587950000001	-93.2121054	Mounds View	MN
work opportunity center	Work Opportunity Center Inc	42.05239199999999	-72.63465	Agawam	MA
harding senior high	Harding Senior High School	44.9591324	-93.0364043	St Paul	MN
cornerstone level 5 program	Cornerstone Academy	42.3150063	-71.6594154	Northborough	MA
hennepin elementary school	Hennepin Elementary School	44.9612694	-93.2711865	Minneapolis	MN
r. asp elementary	Robert Asp Elementary School	46.88494710000001	-96.7614028	Moorhead	MN
century middle school	Century Middle School	39.9321624	-104.9672467	Thornton	CO
adult diploma	Merrill Adult Diploma Academy	45.1902234	-89.68774119999999	Merrill	WI
step academy charter school	STEP Academy	44.8528637	-93.0218008	Inver Grove Heights	MN
washington tech secondary magnet	Washington Technology Magnet School	44.9869513	-93.1112929	St Paul	MN
beacon - (287)	Beacon Services	42.3566813	-71.0679505	Boston	MA
oakdale elementary	Oakdale Elementary School	39.16142	-84.6349073	Cincinnati	OH
greenvale park elementary	Greenvale Park Elementary School	44.4690081	-93.1698021	Northfield	MN
tower-soudan elementary	Tower-Soudan Jr-Sr School	47.8069444	-92.2736111	Tower	MN
care & treatment	Care Addiction Treatment Program	41.8893582	-88.3080966	Geneva	IL
parnassus preparatory school-logic	Parnassus Preparatory School	45.1281931	-93.424666	Maple Grove	MN
rosemount area learning center	Area Learning Center	44.73242510000001	-93.1833869	St Paul	MN
belle plaine junior high	Belle Plaine School District Office	44.6222611	-93.7700315	Belle Plaine	MN
reede gray elementary	Reede Gray Elementary School	44.53673310000001	-95.10398459999999	Redwood Falls	MN
mountain lake elementary	Mountain Lake Elementary School	43.9419055	-94.9261477	Mountain Lake	MN
st. peter middle	St Peter Middle School	44.5283013	-89.5876189	Stevens Point	WI
brooklyn junior high	Brooklyn Middle School	45.0888476	-93.34234490000001	Brooklyn Park	MN
pioneer ridge middle school	Pioneer Ridge Middle School	44.8220824	-93.5763013	Chaska	MN
south terrace elementary	South Terrace Elementary School	46.6522222	-92.4272222	Carlton	MN
pierre bottineau	Pierre Bottineau Library	44.99912870000001	-93.27001460000001	Minneapolis	MN
coon rapids middle school	Coon Rapids Middle School	45.18070099999999	-93.323923	Coon Rapids	MN
menahga secondary	Menahga Public Schools, District #821	46.7520088	-95.0948904	Menahga	MN
headwaters educ learning program	Headwaters Education Learning Program	46.9256725	-95.0638498	Park Rapids	MN
parkers prairie elementary	Parkers Prairie High School	46.14975159999999	-95.3281528	Parkers Prairie	MN
byron middle school	Byron Middle School	32.6486914	-83.7534446	Byron	GA
north branch early childhood	North Branch Area High School	45.5016736	-92.96908189999999	North Branch	MN
mts high school	MTS High School	44.9502826	-93.237545	Minneapolis	MN
tea	Tea	46.2745577	9.0342714	Switzerland	
step	Step Program	40.2210178	-74.7631515	Trenton	NJ
global academy	Global Academy	45.0421763	-93.2459112	Minneapolis	MN
transitions	Transitions	42.28677939999999	-85.58322679999999	Kalamazoo	MI
staples-motley senior high	Staples Motley High School	46.3580968	-94.7969272	Staples	MN
susan lindgren elementary	Susan Lindgren Elementary School	44.9287244	-93.3405104	St Louis Park	MN
central middle alternative (cmap)	Wayzata Central Middle School	44.981702	-93.48280799999999	Plymouth	MN
rush creek elementary	Rush Creek Elementary School	45.1147305	-93.5141659	Maple Grove	MN
lake middle school	Lake Middle School	44.9040711	-92.92682889999999	Woodbury	MN
chisago lakes el.	Chisago Lakes Primary School	45.358312	-92.882775	Chisago City	MN
early education como	Como Early Learning Center	44.9889781	-93.21488490000002	Minneapolis	MN
worthington middle	Worthington Middle School	43.6292087	-95.63015229999999	Worthington	MN
meadowvale elementary	Meadowvale Elementary School	45.321756	-93.5884902	Elk River	MN
pine island elementary	Pine Island Elementary	26.616508	-82.113585	Bokeelia	FL
pipestone senior high	Pipestone High/Middle School	43.9975602	-96.339809	Pipestone	MN
cambridge alc west	Oak Land Area Learning Center West	45.5793304	-93.2204295	Cambridge	MN
southview elementary	Southview Elementary School	44.919945	-91.3827869	Chippewa Falls	WI
lakes area education center	White Bear Lake Area High School - Insight	45.0441329	-92.9991818	St Paul	MN
weaver lake science math & tech sch	Weaver Lake Elementary School	45.1099769	-93.48520289999999	Maple Grove	MN
stevens elementary	Stevens School	29.82717539999999	-95.44614720000001	Houston	TX
annandale middle school	Annandale Middle School	45.263654	-94.1224889	Annandale	MN
fairview day treatment center	University of Minnesota Medical Center-Behavioral Health	44.9669782	-93.23701729999999	Minneapolis	MN
richfield dual language school	Richfield Dual Language School	44.8756626	-93.2602089	Minneapolis	MN
owatonna alc 6-8	Zumbro Area Learning Center	44.035435	-92.64613299999999	Byron	MN
park spanish immersion elementary	Park Spanish Immersion School	44.93945249999999	-93.3599855	Minneapolis	MN
eagle valley elementary	Eagle Valley Elementary School	39.6543709	-106.8199691	Eagle	CO
jordan secondary	Jordan Secondary Learning Center	33.7631061	-117.9557749	Garden Grove	CA
